Time,Position_Robot,Speed_Robot,Speed_Wheel,Force_Wheel
0.0004189014434814453,1.959102533253198e-21,1.8807388286019088e-19,45.0,170
0.002340555191040039,0.0005955577311275531,1.8807388286019088e-19,45.0,170
0.006498575210571289,0.0018036179143904535,0.14293385547061274,45.07488177224838,175.0919605128902
0.010668277740478516,0.003658113448573882,0.2899344439830961,45.226869190729595,185.42710496961226
0.014833927154541016,0.005755444991955027,0.44507892820402295,45.46048298678791,201.31284310157793
0.019017934799194336,0.007873493251508538,0.5083315822928429,45.90533471804105,237.53925257038847
0.023166179656982422,0.010010006615944114,0.5083315822928429,45.94570641760934,237.53925257038847
0.027331829071044922,0.012162744649151035,0.5127632074645382,46.1226646201421,255.96851173273996
0.03149843215942383,0.01433201297861298,0.5166571279696609,46.31273776395623,274.58693311715024
0.035658836364746094,0.016517524606752883,0.5206243990708669,46.50311418510355,293.40039846988213
0.03983879089355469,0.018719113601841385,0.5245227907535769,46.97690683795696,331.61730697174687
0.04400801658630371,0.020936571755390508,0.53218995685179,47.060702615700926,351.02474274154383
0.04816102981567383,0.023169685540900088,0.53218995685179,47.0927497788211,351.02474274154383
0.05233955383300781,0.025418227161289747,0.5359473085222989,47.29526844860567,370.6341266899805
0.056493282318115234,0.02768195613031926,0.5396499888935187,47.50095589434811,390.4474939907317
0.060669898986816406,0.029960618406215028,0.5432949525670828,47.709916589225685,410.46693693230617
0.0648348331451416,0.032253946069984975,0.5468789462149848,47.922262360517614,430.694603538273
0.06899595260620117,0.03456165693753949,0.5503986393047868,48.138109692529596,451.1327013012309
0.07315778732299805,0.03688345427026161,0.5538506082130825,48.35758023731382,471.78350065244706
0.07731962203979492,0.03921902629042774,0.5572313598533085,48.58080044878985,492.64933888773584
0.08150696754455566,0.041568045678848295,0.5605372848398722,49.11338067433256,535.0358332560777
0.08566880226135254,0.043930169046207765,0.5637646532209328,49.039026057475105,535.0358332560777
0.08985114097595215,0.04693438210808904,0.5669096081662723,49.27431564010221,556.5615260729157
0.09401130676269531,0.051225536372693274,0.7210111348515071,46.00147258243127,579.1692653759044
0.09819245338439941,0.056572362922806436,1.2832383720271594,31.00871890002577,625.554738265923
0.10233712196350098,0.06220849590005855,1.2832383720271594,33.32119009771162,625.554738265923
0.10650753974914551,0.06861801528727135,1.352671914540508,31.871570830706588,646.897306218415
0.11069130897521973,0.07590132201562634,1.7479936148051984,20.79683220956941,690.9977954301271
0.1148378849029541,0.08357844570630592,1.7479936148051984,22.746511371005614,690.9977954301271
0.11901402473449707,0.09203581594551272,1.8425096857630971,20.590263233622565,712.0680242811485
0.12318587303161621,0.10088744278611908,2.029768857409632,16.243696084302655,733.6973349602656
0.12738966941833496,0.11033060463678017,2.1243904417455255,13.92382564349453,666.4740264011474
0.1315457820892334,0.11855402304027653,2.2663588441586615,10.503316722943625,581.3519059716217
0.13569116592407227,0.12748781218212007,1.9736204168391265,17.79192386124394,790.3462130685999
0.1399068832397461,0.1364606595360499,2.1441093940424483,13.6382230833732,698.8427238687568
0.14411711692810059,0.1456244386608632,2.1993069899551894,11.934016758375948,687.5704665006014
0.14825439453125,0.15431149773225714,2.1993069899551894,12.378078080229466,684.542155463185
0.15241026878356934,0.16332547802486355,2.1633552702255403,12.624556701423096,744.7066138977699
0.15657377243041992,0.17233802029217987,2.1633552702255403,13.39122194913061,739.330332037347
0.16074156761169434,0.1813427898224554,2.161144687266128,13.578109560134259,767.7372207629273
0.16492486000061035,0.19051235655013507,2.161144687266128,13.559729106049623,767.8696535297659
0.16905641555786133,0.19933407767132338,2.200696014643116,12.603217486765791,747.2171118267165
0.17320966720581055,0.20829756688345116,2.1172130690851985,14.798457267653763,832.2554016871754
0.1773664951324463,0.21721817939182037,2.151237410910666,13.978362138622447,815.3607042675494
0.181549072265625,0.22633762534656027,2.1409470020086117,14.299513950582897,837.501388834498
0.18572235107421875,0.23527876847479495,2.1886670291375796,13.114407441265254,806.8813236058645
0.18986272811889648,0.24426988562595672,2.1458743507763254,14.281722265125484,858.8412826447598
0.19403553009033203,0.25323960875978757,2.157868116278824,14.021906889746756,860.3115294253123
0.19821739196777344,0.2624134602825611,2.152733552119403,14.210436911001072,877.8905941648204
0.20237994194030762,0.2713870815223344,2.1536690975455857,14.78529559630352,898.3490830028113
0.2065436840057373,0.2804673430010664,2.1536690975455857,14.293121836834054,902.325021627935
0.21070027351379395,0.28951269900330096,2.1792627548956935,13.665356387058965,889.2906268168915
0.21492242813110352,0.29878742333386293,2.1708854405362943,13.993649742788088,922.8848842077101
0.21904611587524414,0.30781546915372554,2.2259338393348784,12.55970021175787,876.8009291864387
0.22320771217346191,0.31696590112376277,2.166730996767023,14.154064796299677,938.8511408907982
0.22736883163452148,0.3260758591336008,2.196103672808938,13.411987787635885,920.0233230126503
0.23158979415893555,0.3352047670866618,2.186389922361126,13.77169378686468,953.8781933784389
0.23574233055114746,0.3443246665198105,2.1909379087346315,13.647892095357843,948.9265039318793
0.2399153709411621,0.3535047679321168,2.2032243389535195,13.251098601704001,959.1366985625805
0.2440347671508789,0.3626593413085514,2.2032243389535195,13.403932320628524,957.7946116430647
0.24824953079223633,0.371737179906627,2.197097610344289,13.617354659892191,975.7521029036436
0.2523958683013916,0.38101635253026667,2.1786812635381563,14.216662240942075,1018.8819560566628
0.25653982162475586,0.39011075948737123,2.2270014296735128,12.879208708774236,963.1776092738987
0.2607133388519287,0.39926041857219474,2.1959181803576366,13.68317034115664,1021.3578216228516
0.26491546630859375,0.4084508766577645,2.1959181803576366,13.82572233883974,1020.057071426769
